PID,group,gender,age,SWS,abi_average,math_average,BF_Gew,BF_Ext,BF_Neu,BF_Ver,BF_Off,procrastination,SELLMO_LZ,SELLMO_AL,SELLMO_VL,SELLMO_AV,nfc,second_try,prior_knowledge,entrance_certificate,study_program,semester,financing_parents,financing_bafoeg,financing_scholarship,financing_job,financing_others
851,B,weiblich,30,20,2.7,3,19,16,16,19,18,17,30,20,19,14,4.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Europalehramt Primarstufe,3,FALSE,TRUE,FALSE,FALSE,TRUE
852,B,weiblich,21,12,2.4,7,14,18,19,18,14,28,30,24,17,22,4.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,TRUE,FALSE,TRUE,FALSE
853,A,weiblich,21,18,2.8,9,12,10,18,20,14,27,33,24,25,14,4.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,FALSE,FALSE,FALSE,TRUE,FALSE
855,A,weiblich,20,16,2.2,11,10,11,16,16,11,32,32,18,24,27,3.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
856,B,weiblich,20,20,2.5,12,19,13,17,18,10,14,34,22,20,23,3.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,TRUE
857,A,männlich,20,12,2.8,2,14,15,17,19,11,25,29,22,17,24,4,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
858,A,weiblich,22,18,2.0,6,20,16,8,19,15,18,38,20,15,10,4.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
859,B,weiblich,24,11,2.4,4,15,17,18,20,19,24,30,23,22,28,3.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,FALSE,TRUE,FALSE,FALSE,FALSE
860,A,weiblich,20,13,2.7,3,20,14,17,20,12,16,27,23,24,23,4,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,FALSE,FALSE,FALSE,TRUE,FALSE
861,B,weiblich,41,12,1.0,NA,20,14,16,20,12,18,35,21,9,22,2,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,FALSE,FALSE,FALSE,FALSE,TRUE
862,B,männlich,28,14,3.0,8,17,19,7,16,17,23,33,22,15,20,3.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,FALSE,TRUE,FALSE,TRUE,FALSE
864,A,weiblich,22,14,1.9,12,13,18,13,19,18,18,32,22,28,20,3.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
865,A,weiblich,20,22,1.9,9,17,12,19,17,13,25,37,23,21,11,3.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,TRUE
866,B,weiblich,20,6,1.7,9,12,11,18,18,18,31,35,18,14,19,4,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
867,B,weiblich,20,11,2.3,9,16,19,14,13,7,28,30,23,16,20,3.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
868,A,weiblich,20,24,2.6,5,12,18,15,17,14,25,30,21,24,24,4,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Europalehramt Sekundarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
870,A,weiblich,20,20,2.3,0,17,21,14,20,21,35,39,19,19,21,5.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,TRUE,FALSE,FALSE,FALSE
871,B,weiblich,22,17,2.3,NA,18,13,17,19,15,23,32,28,14,19,3.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,FALSE,TRUE,FALSE,TRUE,FALSE
873,A,weiblich,19,11,1.7,8,21,16,14,14,20,9,38,34,30,15,1.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
874,B,weiblich,27,24,2.8,5,11,8,13,18,19,28,37,17,12,13,5.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
875,A,weiblich,19,16,1.8,12,19,14,17,18,16,16,37,22,18,21,5.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
876,A,weiblich,22,7,2.3,NA,15,13,13,15,13,28,32,23,32,26,4,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Fachhochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,TRUE
878,A,weiblich,20,14,2.3,NA,15,14,16,20,20,21,38,31,34,24,4.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Fachhochschulreife,Bachelor Primarstufe,1,TRUE,FALSE,FALSE,TRUE,TRUE
879,B,divers,20,14,2.4,3,11,9,19,16,16,27,39,22,18,21,4.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
880,B,weiblich,25,20,1.6,11,19,14,17,16,9,20,32,26,32,16,2.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
881,A,weiblich,21,6,2.4,4,16,21,14,17,18,21,33,14,13,17,2.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
882,B,weiblich,21,16,2.1,5,15,10,16,16,15,20,33,21,18,21,4.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
883,A,weiblich,39,22,1.5,13,17,18,12,12,20,25,40,25,13,12,6,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,FALSE,FALSE,FALSE,FALSE,TRUE
884,A,weiblich,20,10,2.5,6,12,9,21,19,17,33,27,17,16,19,2.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
885,B,weiblich,20,22,2.4,2,18,17,12,11,20,20,28,25,32,23,3.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Fachgebundene Hochschulreife,Bachelor Sekundarstufe,3,FALSE,TRUE,FALSE,FALSE,FALSE
886,A,weiblich,19,10,1.0,NA,14,6,21,19,16,15,33,22,32,17,3.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
887,B,weiblich,21,18,1.7,NA,14,11,14,14,15,20,29,18,13,25,4.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
888,B,weiblich,20,8,2.7,4,14,14,12,20,18,27,35,18,20,23,4.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
889,A,weiblich,23,18,2.6,8,19,14,14,17,19,18,39,22,13,14,4.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
890,A,weiblich,21,2,1.9,4,18,17,18,15,14,19,31,24,22,20,2.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
891,A,weiblich,21,15,2.8,NA,16,14,10,20,16,24,36,22,22,22,5.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
892,A,weiblich,19,20,1.9,8,19,17,11,18,15,14,37,25,15,16,5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,TRUE
893,A,weiblich,20,14,3.1,NA,15,14,16,18,16,24,34,18,10,24,5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
894,B,weiblich,21,20,2.3,9,8,18,17,20,15,36,34,13,13,22,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
895,A,weiblich,36,16,1.3,13,15,12,16,20,12,23,38,17,15,18,5.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,5,FALSE,FALSE,FALSE,FALSE,TRUE
896,A,weiblich,21,24,1.9,5,15,16,10,17,14,22,29,23,19,21,3.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
897,B,weiblich,22,20,2.5,10,15,18,14,20,19,25,35,24,21,22,3.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
898,B,männlich,20,10,2.3,1,9,20,14,20,17,31,28,19,19,18,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,FALSE,FALSE,FALSE,TRUE,FALSE
899,A,weiblich,22,15,2.8,4,11,17,19,18,15,22,34,22,20,24,4,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
900,A,männlich,22,22,3.0,1,14,18,7,19,14,23,36,26,8,11,4.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,FALSE,FALSE,FALSE,TRUE,FALSE
901,B,weiblich,20,17,2.9,3,15,18,15,21,15,20,37,18,9,11,2.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,FALSE,TRUE,FALSE,TRUE,FALSE
902,B,weiblich,20,15,2.5,1,10,17,18,19,12,28,31,13,16,33,3.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Fachgebundene Hochschulreife,Bachelor Sekundarstufe,3,FALSE,TRUE,FALSE,FALSE,FALSE
903,A,weiblich,21,18,2.3,7,17,16,16,20,19,28,32,9,12,12,4.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,TRUE
904,B,weiblich,37,9,1.7,NA,10,20,11,15,16,29,31,15,11,19,3.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Fachgebundene Hochschulreife,Bachelor Sekundarstufe,2,FALSE,FALSE,FALSE,FALSE,TRUE
905,A,männlich,22,10,2.7,7,10,12,12,19,15,26,35,18,18,18,4.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Fachgebundene Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
906,B,weiblich,24,43,2.9,NA,12,16,16,18,19,21,36,26,24,22,4.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
907,B,weiblich,20,16,2.3,8,17,10,14,12,15,14,25,11,16,12,4.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,TRUE
908,B,weiblich,22,18,3.0,7,16,13,12,13,14,28,32,14,15,20,4.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Europalehramt Primarstufe,5,FALSE,FALSE,FALSE,TRUE,FALSE
909,B,weiblich,21,18,2.7,NA,14,21,15,21,20,32,36,15,8,28,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
910,A,weiblich,22,13,1.7,6,18,13,21,21,14,16,32,25,24,24,4,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
911,A,weiblich,22,8,2.1,10,15,18,11,20,16,23,34,21,13,18,3.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
912,B,weiblich,23,12,3.4,0,14,11,17,15,16,36,33,16,20,12,1.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Europalehramt Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
913,B,weiblich,21,8,2.9,NA,12,19,14,16,13,27,36,18,15,14,4,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,FALSE,TRUE,FALSE,TRUE,FALSE
914,B,weiblich,20,9,1.6,10,21,21,18,15,7,16,35,18,9,14,2,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
915,A,männlich,21,10,3.2,8,13,17,9,17,17,28,32,21,23,28,3.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,TRUE,FALSE,TRUE,FALSE
916,A,weiblich,20,3,2.5,4,13,14,16,19,16,24,27,19,18,24,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,FALSE,TRUE,FALSE,FALSE,FALSE
917,B,weiblich,20,24,2.5,3,17,21,9,18,16,16,36,16,14,22,4.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
919,A,weiblich,20,31,2.0,7,10,12,11,18,13,35,27,17,28,31,3.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,FALSE,TRUE,FALSE,TRUE,FALSE
921,A,weiblich,31,12,2,11,13,9,14,12,14,26,34,19,24,27,4,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,FALSE,FALSE,FALSE,FALSE,FALSE
922,A,weiblich,20,18,2.1,4,15,16,15,17,19,20,33,24,23,17,4.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
923,B,weiblich,20,22,2.5,8,18,15,13,18,12,22,37,9,9,8,4,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
928,A,männlich,21,11,2.5,8,16,17,11,17,16,18,34,24,20,19,5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Fachgebundene Hochschulreife,Bachelor Sekundarstufe,3,FALSE,FALSE,FALSE,TRUE,FALSE
939,B,männlich,22,12,2.3,9,15,15,14,18,9,22,34,18,18,18,4.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,5,TRUE,FALSE,FALSE,TRUE,FALSE
